dayId,wordId,title,meaning,correctCount,wrongCount
1 ,1,unwitting,자신도 모르는,0,0
1 ,2,unobservant,"부주의한, 지키지 않는",0,0
1 ,3,puganacious,"싸우기좋아하는, 호전적인",0,0
1 ,4,viable,"실행가능한, 성공할 수 있는",0,0
1 ,5,docile,"온순한, 말잘듣는",0,0
1 ,6,subjugate,"예속시키다, 정벌하다",0,0
1 ,7,loath,싫은,0,0
1 ,8,dauntless,"불굴의, 강건한",0,0
1 ,9,imminent,임박하다,0,0
1 ,10,trite,"흔해빠진, 진부한",0,0
1 ,11,compliment,경의의,0,0
1 ,12,tirade,"장황한 비난, 장광설",0,0
1 ,13,extirpate,"제거하다, 없애다, 일소하다,근절하다",0,0
1 ,14,imperative,"반드시해야하는, 위엄있는",0,0
1 ,15,reproach,"비난, 책망",0,0
1 ,16,prophetic,"예언의, 예언적인",0,0
1 ,17,penitent,"회개하다,참회하다",0,0
1 ,18,upsurge,급증,0,0
1 ,19,conviction,"유죄선고, 신념",0,0
1 ,20,on a par with ~,~와 같은 수준의,0,0
1 ,21,frailty,"여림, 약점",0,0
1 ,22,condemn,"규탄하다, 비난",0,0
1 ,23,allure,매력,0,0
1 ,24,bootless,쓸모없다,0,0
1 ,25,garble,"멋대로고치다,오전하다, 왜곡하다, 부룬물",0,0
1 ,26,suitor,구혼자,0,0
1 ,27,intractable,다루기힘든,0,0
1 ,28,malfeasance,"불법, 부정행위",0,0
1 ,29,tangentially,"접하는, 거의 관계없이 접하기만하는",0,0
1 ,30,heterodox,"이설의, 비주류의, 이단의",0,0
2 ,31,fulsome,"역겨운, 지나친,집요한, 진실성 없이 과장된",0,0
2 ,32,jibe,"험담, 모욕적인말, 조화하다,일치하다",0,0
2 ,33,galvanize,"활기차게하다, 북돋우다",0,0
2 ,34,encomiastic,칭찬의/찬사의,0,0
2 ,35,concision,"간결, 절제",0,0
2 ,36,benign,"상냥한, 점잖은",0,0
2 ,37,soporific,최면성의,0,0
2 ,38,ineffectual,"무능력한, 능력없는",0,0
2 ,39,fretful,"조마조마해하는, 성마른, 안달하는",0,0
2 ,40,peddle,"팔러다니다, 퍼트리다",0,0
2 ,41,tap into,"다가가다, 친구가 되다",0,0
2 ,42,cabal,음모,0,0
2 ,43,implication,"관련, 내포하는",0,0
2 ,44,sketchy,겉핥기의,0,0
2 ,45,shoddy,"싸구려, 가짜의",0,0
2 ,46,list,기울어진,0,0
2 ,47,abbreviate,"줄여쓰다, 축약하다",0,0
2 ,48,mendacity,"거짓된 행동, 허위",0,0
2 ,49,incorrigibly,"구제할 수 없는, 고칠수 없는",0,0
2 ,50,laconic,"말을 많이하지않는, 간결한",0,0
2 ,51,cosset,"애지중지하다, 응석받이,과보호",0,0
2 ,52,consensus,의견합치,0,0
2 ,53,unerring,"틀림없는, 항상정확",0,0
2 ,54,game,"계획, 방침, 속셈, 수작, 계략",0,0
2 ,55,venomous,"독설하는, 신랄한",0,0
2 ,56,corroborated,"입증하다, 제공하다",0,0
2 ,57,deadend,막다른길,0,0
2 ,58,impinge,"나쁜 영향을 주다, 침해하다",0,0
2 ,59,premature,성급한,0,0
2 ,60,germane to,"적절한,~와 깊은 관계가 있는",0,0
3 ,61,crooning,부드럽게 노래하다,0,0
3 ,62,boorish,"상스러운, 천박한",0,0
3 ,63,exacting,"어려운, 엄격한",0,0
3 ,64,secular,세속적인,0,0
3 ,65,scathe,"위해, 손해, 혹평하다",0,0
3 ,66,foreground,"전경, 중요",0,0
3 ,67,founder,"침수,침몰하다,실패하다",0,0
3 ,68,epitome,"완벽한 본보기, 전형, 축도",0,0
3 ,69,stratified,"층화의,계층화된",0,0
3 ,70,bucolic,"전원의, 목가적인",0,0
3 ,71,assidiuous,"근면한, 성실한",0,0
3 ,72,mobilize,"동원되다, 집결시키다",0,0
3 ,73,cliquish,"파벌적인, 배타적인",0,0
3 ,74,stolid,"둔감한, 무신경한",0,0
3 ,75,suppleness,유연성,0,0
3 ,76,exasperate,격분하는 화가나는,0,0
3 ,77,reiteration,"반복, 중언부언",0,0
3 ,78,abrogate,"폐지하다, 파기하다",0,0
3 ,79,altercation,말다툼,0,0
3 ,80,cowardice,"겁, 비겁",0,0
3 ,81,shrieking,"소리, 비명을 지르다, 비명",0,0
3 ,82,substantial,"상당한, 크고 단단한",0,0
3 ,83,brevity,"짧은, 간결함",0,0
3 ,84,disparate,"이질적인, 서로 다른",0,0
3 ,85,chary,~를 꺼리는,0,0
3 ,86,cheifdomm,"부족, 족",0,0
3 ,87,astute,"약삭빠른, 영악한",0,0
3 ,88,sparing,아끼는 인색한,0,0
3 ,89,poignant,"가슴아픈, 슬픈, 사무치는",0,0
3 ,90,irresolution,우유부단한,0,0
4 ,91,impeccable,"결점없는, 죄없는",0,0
4 ,92,nonconformist,"strange, idiosyncratic",0,0
4 ,93,refractory,"다루기힘든, 불량한, 난치의, 말안듣는",0,0
4 ,94,lax,"느슨한, 단정치 못한",0,0
4 ,95,spurious,가짜의,0,0
4 ,96,conversant,정통해있는 익숙한,0,0
4 ,97,nomenclature,학술적 명명법,0,0
4 ,98,elucidation,명확한,0,0
4 ,99,bludgeoning,"패다, 강요하다, 강제하다",0,0
4 ,100,exuberance,"풍부 윤택함, 열광적",0,0
4 ,101,perseverance,인내심,0,0
4 ,102,astringent,"톡쏘는 신랄한, ",0,0
4 ,103,inexorable,"거침없는, 멈출수 없는, 불변의, 고칠수없는",0,0
4 ,104,applaud,칭찬하다,0,0
4 ,105,vacuity,"멍함, 멍청함, 허함",0,0
4 ,106,cutting-edge,"최첨단, 활력소",0,0
4 ,107,improvising,"즉흥적으로, 임시방편, 급조하다",0,0
4 ,108,studied,"세심하게 계획된, 만든",0,0
4 ,109,affable,"상냥한, 사근사근한",0,0
4 ,110,confound,"어리둥절하게 만들다, ~이 틀렸음을 입증하다",0,0
4 ,111,incredulity,"불신, 의심많은",0,0
4 ,112,belie,"거짓으로 보여주다, 가리다",0,0
4 ,113,nothing if not,very,0,0
4 ,114,temper,완화시키다,0,0
4 ,115,cataclysmic,대변혁의,0,0
4 ,116,obfuscation,"모호한, 애매하게하다. 희미하게하다",0,0
4 ,117,targeted manner,전략적 방법,0,0
4 ,118,prodical,"낭비하는, 방탕한",0,0
4 ,119,concession,"양보, 양해, 인정",0,0
4 ,120,discretionary,자유재량에 의한,0,0
5 ,121,lionize,"떠받들다, 맞이하다,대우하다",0,0
5 ,122,must have found -ing,"~로 느꼇을것이다, 발견햇을것이다",0,0
5 ,123,recapitulate,개요를말하다,0,0
5 ,124,harness,이용하다,0,0
5 ,125,recrudescence,"재발, 재연, 부활",0,0
5 ,126,predilection,"애호, 성향, 익애",0,0
5 ,127,frivolity,"까부는 짓, 천박한",0,0
5 ,128,futile,별로 안중요한,0,0
5 ,129,repulse,"거절되다, 반대하다",0,0
5 ,130,undeserved,"부당한, 과분한, 받을자격이 없는",0,0
5 ,131,mitigate,완화 경감시키다,0,0
5 ,132,ebullient,"패기만만한, 열광적인",0,0
5 ,133,commended,"격찬받은, 추상된",0,0
5 ,134,proscriptive,"추방의, 금지의, 제한의,엄격",0,0
5 ,135,virtue,"미덕, 선, 고결, 장점, 정절, 가치",0,0
5 ,136,inure,"단련하다, 익히다, 익숙해지다, 도움이 되다",0,0
5 ,137,wholesale,대규모의,0,0
5 ,138,fathom,"헤아리다, 가늠하다",0,0
5 ,139,hagiographic,"성인전, 칭송일색전기",0,0
5 ,140,dour,"시무룩한, 음침한, 재미없는, 뚱한",0,0
5 ,141,long-winded,"길고지루한, 장황한",0,0
5 ,142,manifest,"나타내다, 드러내보이다,명백한",0,0
5 ,143,monolithic,"하나의 암석으로된, 획일적인",0,0
5 ,144,deprecatory,"비난하는, 경시적인, 변명적인",0,0
5 ,145,vociferous,"소리높여 표현하는, 외치는, 피력하는",0,0
5 ,146,superfulous,"필요치않은, 불필요한",0,0
5 ,147,grandstanding,"사람의 눈길을 끌려는 행위, 과시",0,0
5 ,148,numbleness,민첩한 재빠른,0,0
5 ,149,vertiginous,"dizzy, 아찔한",0,0
5 ,150,affront,"모욕, 상처, 모욕하다, 상처주다",0,0
6 ,151,lopsided,"한쪽으로 치우친, 편파적인",0,0
6 ,152,repudiation,"거부하다, 물리치다",0,0
6 ,153,assuage,"누그러트리다, 달래다, 완화하다",0,0
6 ,154,relinquisihing,포기하는,0,0
6 ,155,condescend,"자신을 낮추다, 잘난체하다",0,0
6 ,156,glean,찾아내다,0,0
6 ,157,endorse,"지지하다, 보증하다",0,0
6 ,158,bumbling,"실수잘하는, 젠체하는",0,0
6 ,159,reciprocity,"호혜, 상호주의",0,0
6 ,160,perilous,"위험한, 모험적인",0,0
6 ,161,unwieldy,"다루기불편한, 통제힘든",0,0
6 ,162,perfunctory,"형식적인, 습관적인",0,0
6 ,163,plebian,"평범하고, 재미없음",0,0
6 ,164,trivialize,경시하다,0,0
6 ,165,let alone,"~커녕, ~는 고사하고",0,0
6 ,166,irreparable,"회복할 수 없는, 상당한, 심각한",0,0
6 ,167,burnish,광내다,0,0
6 ,168,paltry,"보잘것 없는,쓸데없는,시시한",0,0
6 ,169,fret,"조바심치다, 조마조마하다",0,0
6 ,170,amenable,"말을 잘 듣는, 처리할 수 있는",0,0
6 ,171,quirky,"정상벗어난, 색다른, 엉뚱",0,0
6 ,172,extrapolate,"추론하다, 추정하다",0,0
6 ,173,abnegation,"자제, 거부",0,0
6 ,174,reined in,"고삐를 죄다, 억제하다",0,0
6 ,175,dire,"지독한, 심각한, 끔찍한",0,0
6 ,176,cajoles,회유하다,0,0
6 ,177,guided,이끌리는,0,0
6 ,178,~and all,~~까지 ,0,0
6 ,179,subterfuge,속임수,0,0
6 ,180,disheartening,낙담시키는,0,0
7 ,181,hubris,"오만, 자기과신,자만심",0,0
7 ,182,superlative,"최상의, 최상급의",0,0
7 ,183,spartan,"검소한, 엄격한, 스파르타식의",0,0
7 ,184,reception,"환영, 평판, 반응",0,0
7 ,185,incipient,"막 시작된, 조짐, 초기의",0,0
7 ,186,subservient,"굴종하는, 부차적인",0,0
7 ,187,churn,"뒤틀리다, 휘젓다, 부글거리다",0,0
7 ,188,keep~at bay,"다가오지 못하게하다, 사냥개월",0,0
7 ,189,tortuous,"길고복잡한, 우여곡절이많은",0,0
7 ,190,momentous,중대한,0,0
7 ,191,beguiling,"묘한매력이있는, 구슬리다,이끌다",0,0
7 ,192,tepid,미지근한,0,0
7 ,193,implacable,"무자비한, 앙심깊은",0,0
7 ,194,excoriated,지나치게 신랄하게 비판하다,0,0
7 ,195,woeful,"통탄할, 한심한",0,0
7 ,196,pitfall,"위험, 함정",0,0
7 ,197,augment,"늘리다, 증가시키다, 보강하다",0,0
7 ,198,clarion,"클라리온, 명쾌한 나팔소리, 낭랑한",0,0
7 ,199,hone,"연마하다, 갈다",0,0
7 ,200,forgo,포기하다,0,0
7 ,201,debilitate,"약화시키다,쇠약하게",0,0
7 ,202,rebel,"반역자, 반대자",0,0
7 ,203,idle,게으른,0,0
7 ,204,precipice,절벽,0,0
7 ,205,self-effacing,자신을 내세우지않는,0,0
7 ,206,refute,반박,0,0
7 ,207,counterpoint,"대위법, 대조로 강조하다",0,0
7 ,208,scant,"부족한, 하찮은,",0,0
7 ,209,vantage,"우세, 유리한점",0,0
7 ,210,inane,"공허한, 의미없는, 헛된",0,0
8 ,211,adroit,"노련한, 능숙한",0,0
8 ,212,exploitative,착취하는,0,0
8 ,213,contrail,비행운,0,0
8 ,214,surly,퉁명스러운,0,0
8 ,215,baffling,"당황하게하는,이해할수 없는, 저해하는",0,0
8 ,216,elitist,"소수정예의, 엘리트주의의",0,0
8 ,217,preside,"주도하다,사회를보다, 이끌다",0,0
8 ,218,ineluctable,피할수 없는,0,0
8 ,219,quadrant,사분면의,0,0
8 ,220,hew to,"~을 따르다, 준수하다, 신봉하다",0,0
8 ,221,concomitants,"부수적인, 동반일어나는",0,0
8 ,222,inexplicably,"불가해하게, 설명할수없지만",0,0
8 ,223,banal,평범한,0,0
8 ,224,approbatory,"승인의 ,칭찬의",0,0
8 ,225,start out,의도를 지니고 시작하다,0,0
8 ,226,respite,"일시적인 한숨돌리기, 마음편한, 안도",0,0
8 ,227,espouse,"지지하다, 주장하다",0,0
8 ,228,triumvirate,삼두 정치,0,0
8 ,229,officious,"간섭하는, 으스대는",0,0
8 ,230,dilatory,미적거리는 지체시키는,0,0
8 ,231,riot,"폭동자,폭도",0,0
8 ,232,entice,"유도하다, 유인하다",0,0
8 ,233,specious,"허울좋은, 겉만 그럴듯한",0,0
8 ,234,dreary,"음울한, 따분한",0,0
8 ,235,incisiveness,"예민한, 예리한",0,0
8 ,236,visionary,"비현실적인, 환영의",0,0
8 ,237,indolent,"게으른, 나태한",0,0
8 ,238, gleaming,빛나는,0,0
8 ,239,egregious,"지독한, 터무니없는",0,0
8 ,240,unimpeded,"방해받지 않는, 가로막히지 않은",0,0
9 ,241,manacing,"위협적인, 협박하는",0,0
9 ,242,taxing,"아주 힘든, 고생스러운",0,0
9 ,243,pugnacious,호전적인,0,0
9 ,244,reinvent,다른모습을 보여주다,0,0
9 ,245,relic,"유물, 잔해",0,0
9 ,246,malady,병폐,0,0
9 ,247,conductive,"전도하는, 전도성의",0,0
9 ,248,felicitous,"절묘하게 어울리는, 적절한",0,0
9 ,249,inception,"시작, 개시, 처음",0,0
9 ,250,roil,"휘젓다, 화나게하다, 날뛰다, 교란",0,0
9 ,251,eloquence,"달변, 감동시키는 힘, 열변",0,0
9 ,252,expiation,"속죄, 보상",0,0
9 ,253,colloquial,"구어의, 일상적인, 대화체의",0,0
9 ,254,rambling,"횡설수설, 두서없는, 사방으로 뻗는",0,0
9 ,255,disposition,"기질, 성질",0,0
9 ,256,rebels,반대자들,0,0
9 ,257,heredity,"유전, 유전적 특징",0,0
9 ,258,corroborate,"제공하다, 확증하다, 입증하다, 보완하다",0,0
9 ,259,exude,"물씬풍기다, 흘리다, 스며나오다",0,0
9 ,260,qauandary,"진퇴양난, 곤경",0,0
9 ,261,forfeited,"몰수된, 박탈당한",0,0
9 ,262,prospect,"가망, 가능성, 예상, 탐사하다",0,0
9 ,263,transient,"일시적인, 순간적인",0,0
9 ,264,tenure,"재임기간, 종신재직",0,0
9 ,265,entrench,단단히 자리잡게 하다,0,0
9 ,266,impetuous,"성급한, 충동적인",0,0
9 ,267,onerous,"아주힘든, 부담스러운, 무거운",0,0
9 ,268,entity,독립체,0,0
9 ,269,tacit,"암묵적인, 무언의",0,0
9 ,270,irascible,화를잘내는,0,0
10 ,271,pet theory,"지론, 변하지않고 늘지니는 의견",0,0
10 ,272,testable,"검사,확인가능한",0,0
10 ,273,sublime,"숭고한, 지고한",0,0
10 ,274,desperate,"자포자기한,발악하는,필사적인",0,0
10 ,275,subtlety,"미묘함, 예민함, 중요한 디테일",0,0
10 ,276,resentment,"분함, 분개, 억울함",0,0
10 ,277,so A as to be B,너무 A해서 B할정도,0,0
10 ,278,perennial,"지속되는, 영원한, 반복되는, 다년생의",0,0
10 ,279,dissolution,"파경, 해소, 소멸, 해산",0,0
10 ,280,preclude,"배제하다.~못하게하다, 불가능하게하다",0,0
10 ,281,pejorative,"경멸적인, 비난투의",0,0
10 ,282,spew,"분출하다, 토하다, 내뿜다",0,0
10 ,283,specimen,"견본, 샘플, 표본",0,0
10 ,284,countenance,"얼굴, 표정, 지지하다, 동의하다",0,0
10 ,285,in all but name,"바지사장처럼, 명목상으로만",0,0
10 ,286,epoch,"시대, 세",0,0
10 ,287,pertain,"존재하다, 관련되다, 적절한",0,0
10 ,288,obeisance,고분고분함,0,0
10 ,289,impregnable,"난공불락의, 확고의",0,0
10 ,290,kiln,가마,0,0
10 ,291,opprobrious,"모욕적인, 야비한, 상스러운, 창피한, 부끄러운",0,0
10 ,292,rarefied,"극히 소수만 이해하는, 심원의",0,0
10 ,293,antiseptic,"소독제, 소독된",0,0
10 ,294,inexplicable,"불가해한, 설명할수없는",0,0
10 ,295,phlegmatic,"침착한, 냉담한",0,0
10 ,296,explicable,설명되는,0,0
10 ,297,nonchalance,"냉담, 태연,아랑곳않음, 무심",0,0
10 ,298,assiduousness,"헌신적임, 근면성실함",0,0
10 ,299,hamstring,"방해하다, 오금줄, 힘줄",0,0
10 ,300,ponderous,"대단히무거운,육중한",0,0
11 ,301,tout,"지나치게 칭찬,성가신권유ㅎ~",0,0
11 ,302,stinting,"아끼는,",0,0
11 ,303,impervious,"영향받지 않는, 휘둘리지 않는",0,0
11 ,304,garrulous,중요치않은 얘기 많이 하는,0,0
11 ,305,conceding,"수긍하다, 마지못해 내주다",0,0
11 ,306,stalwart,"충실한, 충직한, 강건한, 든든한",0,0
11 ,307,disdainful,"무시하는, 경시하는, 경멸하는",0,0
11 ,308,quixotic,"비현실적인, 돈키호태식",0,0
11 ,309,inadvertent,"부주의한, 소홀한, 의도하지않은",0,0
11 ,310,meddle,"간섭하다, 장난하다",0,0
11 ,311,fungible,대체가능한,0,0
11 ,312,eclecticism,절충주의,0,0
11 ,313,precocity,조숙한,0,0
11 ,314,marred,손상된,0,0
11 ,315,undue,"지나친, 과도한, 부당한",0,0
11 ,316,affability,"상냥함, 붙임성있음",0,0
11 ,317,severed,"자르다, 절단하다, 잘라내다",0,0
11 ,318,compromise,"위태로운, 손상하다, 훼손하다",0,0
11 ,319,stiffen,"경직되다, 뻣뻣해지다",0,0
11 ,320,ingratiate,"환심을 사다, 비위를 맞추다",0,0
11 ,321,customary,관습적인,0,0
11 ,322,misconstrue,오해하다,0,0
11 ,323,canny,"약삭빠른, 영악한",0,0
11 ,324,nugatory,무가치한,0,0
11 ,325,spurn,"물리치다,퇴짜놓다,거절하다",0,0
11 ,326,fiasco,낭패!,0,0
11 ,327,revise,"변경하다, 개정하다",0,0
11 ,328,pendulum,"추, 진자",0,0
11 ,329,protract,"오래끌다, 연장하다,내밀다",0,0
11 ,330,relinquish,"양도, 포기하다(공식, 정책등)",0,0
12 ,331,at odd,"가끔, 때때로",0,0
12 ,332,recondite,난해한,0,0
12 ,333,invidious,"불쾌한, 남의 심기를 건드릴, 비위에 거슬리는",0,0
12 ,334,hurly-burly,야단법석,0,0
12 ,335,profundity,"깊이, 정확성, 심각함",0,0
12 ,336,rhetoric,"미사여구, 수사법",0,0
12 ,337,slander,"비방하다,중상하다",0,0
12 ,338,lucidity,명확한,0,0
12 ,339,deceptive,"기만하는, 현혹하는",0,0
12 ,340,anecdote,"일화, 개인적 진술",0,0
12 ,341,euphemism,완곡어법,0,0
12 ,342,imperiously,"오만도도하게, 업신여김",0,0
12 ,343,indefatigable,"지칠줄모르는, ",0,0
12 ,344,evince,"분명히 밝히다, 피력하다, 표명하다",0,0
12 ,345,soliciting,"간청하다, 얻으려고하다",0,0
12 ,346,occulted,"감춰진, 보이지 않는",0,0
12 ,347,peculiarly,"아주, 특히",0,0
12 ,348,advertently,의도적으로,0,0
12 ,349,bout,"한바탕, 한차례, 말싸움 등",0,0
12 ,350,acclaim,"칭송, 환호를보내다, 찬사",0,0
12 ,351,denunciatory,"비난의 탄핵적인,위협적인",0,0
12 ,352,fad,일시적 유행,0,0
12 ,353,gripping,"주의를끄는,매력있는",0,0
12 ,354,preordain,미리 운명을 정하다,0,0
12 ,355,disregarded,무시당한,0,0
12 ,356,overt,"명시적인, 공공연한",0,0
12 ,357,postulate,"상정하다, 가정하다",0,0
12 ,358,semblance,"외관,겉모습, 유사성",0,0
12 ,359,clot,묽게하다,0,0
12 ,360,encyclopedic,"박식한, 해박한, 특정주제에 정통한",0,0
13 ,361,flummox,"어리둥절하게, 당혹하게하다, 사업실패하다",0,0
13 ,362,inductive,귀납적인,0,0
13 ,363,averring,"주장하는, 단언하는",0,0
13 ,364,vitiate,"손상입히다, 오염시키다, 약화",0,0
13 ,365,trace,미량의 소량의,0,0
13 ,366,lugubrious,"침울한, 슬픈",0,0
13 ,367,unabridged,"생략되지 않은, 원본, 무삭제판",0,0
13 ,368,futility,무익한,0,0
13 ,369,obligatory,의무적인,0,0
13 ,370,exhortative,"권고적인, 훈계적인",0,0
13 ,371,granted in,"인정하다, 여겨지다",0,0
13 ,372,splenetic,"화를잘내는, 성질을 잘부리는",0,0
13 ,373,scrupulous,"세심한, 꼼꼼한, 양심적인",0,0
13 ,374,acrimonious,"신랄한, 가혹한, 혹평의",0,0
13 ,375,sedate,"차분한, 조용한,진지한",0,0
13 ,376,bighearted,"아주 친절한, 너그러운",0,0
13 ,377,insurrection,"반란 사태, 내란, 모반",0,0
13 ,378,feisty,"혈기 왕성한, 거침없는, 교만한",0,0
13 ,379,upshot,"결과, 결말, 마침내",0,0
13 ,380,sedulous,"공을 들이는, 정성을 다하는",0,0
13 ,381,kilter,호조의,0,0
13 ,382,erudition,박식한,0,0
13 ,383,fanatical,"광적인, 열광적인",0,0
13 ,384,lucubration,"열심히하기, 일공부",0,0
13 ,385,renounce,포기 단념하다,0,0
